param,value,variant,pv_cost_mln,total_cost_mln,cost_per_served_t,shortage_t,min_sl_total,min_sl_critical,hard,guideline,losses_t,violations
discount_rate_real,0.0000,план без изменений,10654.2588,10654.2588,7.6649,0.0000,1.0000,1.0000,0,0,29.4922,
discount_rate_real,0.0200,план без изменений,10078.4471,10654.2588,7.6649,0.0000,1.0000,1.0000,0,0,29.4922,
discount_rate_real,0.0400,план без изменений,9554.3565,10654.2588,7.6649,0.0000,1.0000,1.0000,0,0,29.4922,
discount_rate_real,0.0600,план без изменений,9076.1757,10654.2588,7.6649,0.0000,1.0000,1.0000,0,0,29.4922,
discount_rate_real,0.0800,план без изменений,8638.8569,10654.2588,7.6649,0.0000,1.0000,1.0000,0,0,29.4922,
discount_rate_real,0.1000,план без изменений,8238.0030,10654.2588,7.6649,0.0000,1.0000,1.0000,0,0,29.4922,
discount_rate_real,0.1200,план без изменений,7869.7719,10654.2588,7.6649,0.0000,1.0000,1.0000,0,0,29.4922,
