param,value,variant,pv_cost_mln,total_cost_mln,cost_per_served_t,shortage_t,min_sl_total,min_sl_critical,hard,guideline,losses_t,violations
earth_price_multiplier,0.8000,план без изменений,7457.1509,9183.6491,6.6069,0.0000,1.0000,1.0000,0,0,29.4922,
earth_price_multiplier,0.9000,план без изменений,8048.1889,9919.1389,7.1361,0.0000,1.0000,1.0000,0,0,29.4922,
earth_price_multiplier,1.0000,план без изменений,8639.2268,10654.6287,7.6652,0.0000,1.0000,1.0000,0,0,29.4922,
earth_price_multiplier,1.1000,план без изменений,9230.2647,11390.1185,8.1943,0.0000,1.0000,1.0000,0,0,29.4922,
earth_price_multiplier,1.2000,план без изменений,9821.3027,12125.6083,8.7235,0.0000,1.0000,1.0000,0,0,29.4922,
earth_price_multiplier,1.3000,план без изменений,10412.3406,12861.0980,9.2526,0.0000,1.0000,1.0000,0,0,29.4922,
earth_price_multiplier,1.4000,план без изменений,11003.3785,13596.5878,9.7817,0.0000,1.0000,1.0000,0,0,29.4922,
earth_price_multiplier,1.5000,план без изменений,11594.4164,14332.0776,10.3108,0.0000,1.0000,1.0000,0,0,29.4922,
