variant,delta_pv_mln,delta_total_mln,reference_pv_mln,target_pass,pass_radius,fail_radius,first_rule,first_year
without_measure,0.0,0.0,10636.654888286022,False,5.5137206800282e-07,5.513729774975218e-07,RESERVE_45D,2040
physical_stock,83.6678253631726,100.20887121600026,10720.322713649195,True,0.010070567035654676,0.01007056703656417,RESERVE_45D,2040
reservation_1t_per_year,0.46753343303316797,0.6500000000014552,10637.122421719056,False,5.5137206800282e-07,5.513729774975218e-07,RESERVE_45D,2040
reservation_full,69.11523921952539,93.21705000000111,10705.770127505548,False,5.5137206800282e-07,5.513729774975218e-07,RESERVE_45D,2040
zbo_1month_earlier,1.9582518498664285,2.458229038751597,10638.613140135889,False,0.0006701275069644907,0.0006701275078739855,RESERVE_45D,2040
early_zbo,48.48351024145995,43.62834176100114,10685.138398527482,False,0.009931810262060026,0.00993181026296952,RESERVE_45D,2040
early_zbo_plus_stock,49.45803346546927,44.7955304490024,10686.112921751492,True,0.010049113311652036,0.01004911331256153,RESERVE_45D,2040
