section,metric,year,a,b,delta,label_a,label_b
finance,"Итого, млн",2037,1566.018426,1602.884560,36.866134,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
finance,"PV итого, млн",2037,1342.608390,1374.215157,31.606768,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
finance,"Закупка, млн",2038,1553.728350,2170.364120,616.635770,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
finance,"Резервирование, млн",2038,72.797400,102.311400,29.514000,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
finance,"Хранение, млн",2038,2.968616,25.833283,22.864667,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
finance,"Постоянный OPEX, млн",2038,82.000000,82.000000,0.000000,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
finance,"CAPEX, млн",2038,0.000000,0.000000,0.000000,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
finance,"Итого, млн",2038,1711.494366,2380.508803,669.014437,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
finance,"PV итого, млн",2038,1358.639408,1889.724638,531.085230,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
finance,"Закупка, млн",2039,1993.113360,2560.355790,567.242430,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
finance,"Резервирование, млн",2039,92.286600,116.254500,23.967900,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
finance,"Хранение, млн",2039,0.000000,36.239493,36.239493,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
finance,"Постоянный OPEX, млн",2039,82.000000,82.000000,0.000000,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
finance,"CAPEX, млн",2039,0.000000,0.000000,0.000000,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
finance,"Итого, млн",2039,2167.399960,2794.849783,627.449823,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
finance,"PV итого, млн",2039,1593.103674,2054.298025,461.194351,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
finance,"Закупка, млн",2040,2139.631990,2585.131860,445.499870,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
finance,"Резервирование, млн",2040,110.921100,126.592200,15.671100,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
finance,"Хранение, млн",2040,0.000000,39.812404,39.812404,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
finance,"Постоянный OPEX, млн",2040,82.000000,82.000000,0.000000,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
finance,"CAPEX, млн",2040,0.000000,0.000000,0.000000,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
finance,"Итого, млн",2040,2332.553090,2833.536464,500.983374,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
finance,"PV итого, млн",2040,1587.496439,1928.457306,340.960867,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
decision:order,ordered_t A,2038,161.771400,190.000000,28.228600,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
decision:order,ordered_t B,2040,0,13.947400,13.947400,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
decision:order,ordered_t C,2037,13.188200,17.947100,4.758900,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
decision:order,ordered_t C,2038,0,56.037200,56.037200,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
decision:order,ordered_t C,2039,22.621600,102.514900,79.893300,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
decision:order,ordered_t C,2040,84.736900,130.000000,45.263100,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
decision:reservation,reserved_t A,2038,161.772000,190.000000,28.228000,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
decision:reservation,reserved_t B,2040,0,13.948000,13.948000,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
decision:reservation,reserved_t C,2037,13.189000,17.948000,4.759000,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
decision:reservation,reserved_t C,2038,0,56.038000,56.038000,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
decision:reservation,reserved_t C,2039,22.622000,102.515000,79.893000,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
decision:reservation,reserved_t C,2040,84.737000,130.000000,45.263000,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
violation,BASE_TOTAL_SERVICE,2038,yes,,,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
violation,BASE_TOTAL_SERVICE,2039,yes,,,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
violation,BASE_TOTAL_SERVICE,2040,yes,,,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
violation,RESERVE_45D,2038,yes,,,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
violation,RESERVE_45D,2039,yes,,,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
violation,RESERVE_45D,2040,yes,,,P4_full без изменений/STRESS,P4_full адаптированный/STRESS
