scenario_id,plan_id,month,storage_mode,opening_t,arrived_t,closing_t,holding_cost_mln
TEAM_EARTH_NEW_DELAY_00M,P2z_earth_new_zbo_fixed_calendar,2034-12,BASE,0.000000,12.328859,12.328859,0.369866
