scenario_id,plan_id,year,month,storage_mode,storage_capacity_t,loss_rate,opening_t,planned_inflow_t,throughput_t,losses_t,available_t,demand_t,critical_demand_t,served_t,served_critical_t,shortage_t,shortage_critical_t,closing_t,holding_cost_mln,peak_stock_t,delivery_batches,inflow_A_t
TEAM_LOW_DEMAND,P3_isru_zbo,2035,1,BASE,70.000000,0.045000,12.328859,9.156333,9.156333,0.412035,21.073157,6.666667,5.333333,6.666667,5.333333,0.000000,0.000000,14.406491,0.802060,21.073157,1,9.156333
TEAM_LOW_DEMAND,P3_isru_zbo,2035,2,BASE,70.000000,0.045000,14.406491,9.156333,9.156333,0.412035,23.150789,6.666667,5.333333,6.666667,5.333333,0.000000,0.000000,16.484122,0.926718,23.150789,1,9.156333
TEAM_LOW_DEMAND,P3_isru_zbo,2035,3,BASE,70.000000,0.045000,16.484122,9.156333,9.156333,0.412035,25.228421,6.666667,5.333333,6.666667,5.333333,0.000000,0.000000,18.561754,1.051376,25.228421,1,9.156333
TEAM_LOW_DEMAND,P3_isru_zbo,2035,4,BASE,70.000000,0.045000,18.561754,9.156333,9.156333,0.412035,27.306052,6.666667,5.333333,6.666667,5.333333,0.000000,0.000000,20.639386,1.176034,27.306052,1,9.156333
TEAM_LOW_DEMAND,P3_isru_zbo,2035,5,BASE,70.000000,0.045000,20.639386,9.156333,9.156333,0.412035,29.383684,6.666667,5.333333,6.666667,5.333333,0.000000,0.000000,22.717017,1.300692,29.383684,1,9.156333
TEAM_LOW_DEMAND,P3_isru_zbo,2035,6,BASE,70.000000,0.045000,22.717017,9.156333,9.156333,0.412035,31.461316,6.666667,5.333333,6.666667,5.333333,0.000000,0.000000,24.794649,1.425350,31.461316,1,9.156333
TEAM_LOW_DEMAND,P3_isru_zbo,2035,7,BASE,70.000000,0.045000,24.794649,9.156333,9.156333,0.412035,33.538947,6.666667,5.333333,6.666667,5.333333,0.000000,0.000000,26.872281,1.550008,33.538947,1,9.156333
TEAM_LOW_DEMAND,P3_isru_zbo,2035,8,BASE,70.000000,0.045000,26.872281,9.156333,9.156333,0.412035,35.616579,6.666667,5.333333,6.666667,5.333333,0.000000,0.000000,28.949912,1.674666,35.616579,1,9.156333
TEAM_LOW_DEMAND,P3_isru_zbo,2035,9,BASE,70.000000,0.045000,28.949912,9.156333,9.156333,0.412035,37.694211,6.666667,5.333333,6.666667,5.333333,0.000000,0.000000,31.027544,1.799324,37.694211,1,9.156333
TEAM_LOW_DEMAND,P3_isru_zbo,2035,10,BASE,70.000000,0.045000,31.027544,9.156333,9.156333,0.412035,39.771842,6.666667,5.333333,6.666667,5.333333,0.000000,0.000000,33.105176,1.923982,39.771842,1,9.156333
TEAM_LOW_DEMAND,P3_isru_zbo,2035,11,BASE,70.000000,0.045000,33.105176,9.156333,9.156333,0.412035,41.849474,6.666667,5.333333,6.666667,5.333333,0.000000,0.000000,35.182807,2.048639,41.849474,1,9.156333
TEAM_LOW_DEMAND,P3_isru_zbo,2035,12,BASE,70.000000,0.045000,35.182807,9.156333,9.156333,0.412035,43.927106,6.666667,5.333333,6.666667,5.333333,0.000000,0.000000,37.260439,2.173297,43.927106,1,9.156333
TEAM_LOW_DEMAND,P3_isru_zbo,2036,1,BASE,70.000000,0.045000,37.260439,12.754317,12.754317,0.573944,49.440811,9.333333,7.000000,9.333333,7.000000,0.000000,0.000000,40.107478,2.321038,49.440811,1,12.754317
TEAM_LOW_DEMAND,P3_isru_zbo,2036,2,BASE,70.000000,0.045000,40.107478,12.754317,12.754317,0.573944,52.287851,9.333333,7.000000,9.333333,7.000000,0.000000,0.000000,42.954517,2.491860,52.287851,1,12.754317
TEAM_LOW_DEMAND,P3_isru_zbo,2036,3,BASE,70.000000,0.045000,42.954517,12.754317,12.754317,0.573944,55.134890,9.333333,7.000000,9.333333,7.000000,0.000000,0.000000,45.801556,2.662682,55.134890,1,12.754317
TEAM_LOW_DEMAND,P3_isru_zbo,2036,4,BASE,70.000000,0.045000,45.801556,12.754317,12.754317,0.573944,57.981929,9.333333,7.000000,9.333333,7.000000,0.000000,0.000000,48.648595,2.833505,57.981929,1,12.754317
TEAM_LOW_DEMAND,P3_isru_zbo,2036,5,BASE,70.000000,0.045000,48.648595,12.754317,12.754317,0.573944,60.828968,9.333333,7.000000,9.333333,7.000000,0.000000,0.000000,51.495634,3.004327,60.828968,1,12.754317
TEAM_LOW_DEMAND,P3_isru_zbo,2036,6,BASE,70.000000,0.045000,51.495634,12.754317,12.754317,0.573944,63.676007,9.333333,7.000000,9.333333,7.000000,0.000000,0.000000,54.342674,3.175149,63.676007,1,12.754317
TEAM_LOW_DEMAND,P3_isru_zbo,2036,7,BASE,70.000000,0.045000,54.342674,12.754317,12.754317,0.573944,66.523046,9.333333,7.000000,9.333333,7.000000,0.000000,0.000000,57.189713,3.345972,66.523046,1,12.754317
TEAM_LOW_DEMAND,P3_isru_zbo,2036,8,BASE,70.000000,0.045000,57.189713,12.754317,12.754317,0.573944,69.370085,9.333333,7.000000,9.333333,7.000000,0.000000,0.000000,60.036752,3.516794,69.370085,1,12.754317
TEAM_LOW_DEMAND,P3_isru_zbo,2036,9,BASE,70.000000,0.045000,60.036752,12.754317,12.754317,0.573944,72.217124,9.333333,7.000000,9.333333,7.000000,0.000000,0.000000,62.883791,3.687616,72.217124,1,12.754317
TEAM_LOW_DEMAND,P3_isru_zbo,2036,10,BASE,70.000000,0.045000,62.883791,12.754317,12.754317,0.573944,75.064163,9.333333,7.000000,9.333333,7.000000,0.000000,0.000000,65.730830,3.858439,75.064163,1,12.754317
