scenario_id,plan_id,year,procurement_mln,reservation_mln,holding_mln,fixed_opex_mln,capex_mln,total_mln,discount_factor,pv_total_mln,cumulative_capex_mln
TEAM_HIGH_DEMAND,P4_full,2035,796.128420,51.380670,7.052147,0.000000,360.000000,1214.561237,1.000000,1214.561237,360.000000
TEAM_HIGH_DEMAND,P4_full,2036,948.921160,68.873400,2.423978,0.000000,1250.000000,2270.218538,0.925926,2102.054202,1610.000000
TEAM_HIGH_DEMAND,P4_full,2037,1271.636220,89.456700,0.000000,6.000000,180.000000,1547.092920,0.857339,1326.382819,1790.000000
TEAM_HIGH_DEMAND,P4_full,2038,1302.982680,72.797400,0.000000,82.000000,0.000000,1457.780080,0.793832,1157.232828,1790.000000
TEAM_HIGH_DEMAND,P4_full,2039,1698.613360,92.286600,0.000000,82.000000,0.000000,1872.899960,0.735030,1376.637382,1790.000000
TEAM_HIGH_DEMAND,P4_full,2040,2139.631990,110.921100,0.000000,82.000000,0.000000,2332.553090,0.680583,1587.496439,1790.000000
