scenario_id,plan_id,year,procurement_mln,reservation_mln,holding_mln,fixed_opex_mln,capex_mln,total_mln,discount_factor,pv_total_mln,cumulative_capex_mln
TEAM_HIGH_DEMAND,P2z_earth_new_zbo,2035,796.128420,51.380670,7.052147,0.000000,360.000000,1214.561237,1.000000,1214.561237,360.000000
TEAM_HIGH_DEMAND,P2z_earth_new_zbo,2036,948.921160,68.873400,2.423978,0.000000,0.000000,1020.218538,0.925926,944.646794,360.000000
TEAM_HIGH_DEMAND,P2z_earth_new_zbo,2037,1271.636220,89.456700,0.000000,6.000000,180.000000,1547.092920,0.857339,1326.382819,540.000000
TEAM_HIGH_DEMAND,P2z_earth_new_zbo,2038,1687.576940,107.031600,0.000000,12.000000,0.000000,1806.608540,0.793832,1434.144106,540.000000
TEAM_HIGH_DEMAND,P2z_earth_new_zbo,2039,2213.332240,126.393300,0.000000,12.000000,0.000000,2351.725540,0.735030,1728.588477,540.000000
TEAM_HIGH_DEMAND,P2z_earth_new_zbo,2040,2766.158410,135.710550,0.000000,12.000000,0.000000,2913.868960,0.680583,1983.130253,540.000000
