scenario_id,plan_id,year,procurement_mln,reservation_mln,holding_mln,fixed_opex_mln,capex_mln,total_mln,discount_factor,pv_total_mln,cumulative_capex_mln
TEAM_EARTH_NEW_DELAY_12M,P2z_guarded_calendar_3m,2035,796.128420,51.380670,10.652147,0.000000,360.000000,1218.161237,1.000000,1218.161237,360.000000
TEAM_EARTH_NEW_DELAY_12M,P2z_guarded_calendar_3m,2036,948.921160,68.873400,14.646725,0.000000,0.000000,1032.441285,0.925926,955.964153,360.000000
TEAM_EARTH_NEW_DELAY_12M,P2z_guarded_calendar_3m,2037,1271.636220,85.500000,14.352234,6.000000,180.000000,1557.488454,0.857339,1335.295314,540.000000
TEAM_EARTH_NEW_DELAY_12M,P2z_guarded_calendar_3m,2038,1687.576940,107.031600,16.073985,12.000000,0.000000,1822.682525,0.793832,1446.904154,540.000000
TEAM_EARTH_NEW_DELAY_12M,P2z_guarded_calendar_3m,2039,2213.332240,126.393300,22.287688,12.000000,0.000000,2374.013228,0.735030,1744.970593,540.000000
TEAM_EARTH_NEW_DELAY_12M,P2z_guarded_calendar_3m,2040,2766.158410,135.710550,25.394559,12.000000,0.000000,2939.263519,0.680583,2000.413363,540.000000
