scenario_id,plan_id,month,storage_mode,opening_t,arrived_t,closing_t,holding_cost_mln
TEAM_HIGH_DEMAND,P2z_earth_new_zbo_team_high_demand,2034-12,BASE,0.000000,13.561668,13.561668,0.406850
