scenario_id,plan_id,year,month,storage_mode,storage_capacity_t,loss_rate,opening_t,planned_inflow_t,throughput_t,losses_t,available_t,demand_t,critical_demand_t,served_t,served_critical_t,shortage_t,shortage_critical_t,closing_t,holding_cost_mln,inflow_A_t
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2035,1,BASE,70.000000,0.045000,12.328859,9.156333,9.156333,0.412035,21.073157,8.333333,6.666667,8.333333,6.666667,0.000000,0.000000,12.739824,0.752060,9.156333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2035,2,BASE,70.000000,0.045000,12.739824,9.156333,9.156333,0.412035,21.484122,8.333333,6.666667,8.333333,6.666667,0.000000,0.000000,13.150789,0.776718,9.156333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2035,3,BASE,70.000000,0.045000,13.150789,9.156333,9.156333,0.412035,21.895087,8.333333,6.666667,8.333333,6.666667,0.000000,0.000000,13.561754,0.801376,9.156333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2035,4,BASE,70.000000,0.045000,13.561754,9.156333,9.156333,0.412035,22.306052,8.333333,6.666667,8.333333,6.666667,0.000000,0.000000,13.972719,0.826034,9.156333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2035,5,BASE,70.000000,0.045000,13.972719,9.156333,9.156333,0.412035,22.717017,8.333333,6.666667,8.333333,6.666667,0.000000,0.000000,14.383684,0.850692,9.156333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2035,6,BASE,70.000000,0.045000,14.383684,9.156333,9.156333,0.412035,23.127982,8.333333,6.666667,8.333333,6.666667,0.000000,0.000000,14.794649,0.875350,9.156333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2035,7,BASE,70.000000,0.045000,14.794649,9.156333,9.156333,0.412035,23.538947,8.333333,6.666667,8.333333,6.666667,0.000000,0.000000,15.205614,0.900008,9.156333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2035,8,BASE,70.000000,0.045000,15.205614,9.156333,9.156333,0.412035,23.949912,8.333333,6.666667,8.333333,6.666667,0.000000,0.000000,15.616579,0.924666,9.156333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2035,9,BASE,70.000000,0.045000,15.616579,9.156333,9.156333,0.412035,24.360877,8.333333,6.666667,8.333333,6.666667,0.000000,0.000000,16.027544,0.949324,9.156333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2035,10,BASE,70.000000,0.045000,16.027544,9.156333,9.156333,0.412035,24.771842,8.333333,6.666667,8.333333,6.666667,0.000000,0.000000,16.438509,0.973982,9.156333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2035,11,BASE,70.000000,0.045000,16.438509,9.156333,9.156333,0.412035,25.182807,8.333333,6.666667,8.333333,6.666667,0.000000,0.000000,16.849474,0.998639,9.156333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2035,12,BASE,70.000000,0.045000,16.849474,9.156333,9.156333,0.412035,25.593772,8.333333,6.666667,8.333333,6.666667,0.000000,0.000000,17.260439,1.023297,9.156333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2036,1,BASE,70.000000,0.045000,17.260439,12.754317,12.754317,0.573944,29.440811,11.666667,8.750000,11.666667,8.750000,0.000000,0.000000,17.774145,1.051038,12.754317
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2036,2,BASE,70.000000,0.045000,17.774145,12.754317,12.754317,0.573944,29.954517,11.666667,8.750000,11.666667,8.750000,0.000000,0.000000,18.287851,1.081860,12.754317
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2036,3,BASE,70.000000,0.045000,18.287851,12.754317,12.754317,0.573944,30.468223,11.666667,8.750000,11.666667,8.750000,0.000000,0.000000,18.801556,1.112682,12.754317
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2036,4,BASE,70.000000,0.045000,18.801556,12.754317,12.754317,0.573944,30.981929,11.666667,8.750000,11.666667,8.750000,0.000000,0.000000,19.315262,1.143505,12.754317
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2036,5,BASE,70.000000,0.045000,19.315262,12.754317,12.754317,0.573944,31.495634,11.666667,8.750000,11.666667,8.750000,0.000000,0.000000,19.828968,1.174327,12.754317
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2036,6,BASE,70.000000,0.045000,19.828968,12.754317,12.754317,0.573944,32.009340,11.666667,8.750000,11.666667,8.750000,0.000000,0.000000,20.342674,1.205149,12.754317
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2036,7,BASE,70.000000,0.045000,20.342674,12.754317,12.754317,0.573944,32.523046,11.666667,8.750000,11.666667,8.750000,0.000000,0.000000,20.856379,1.235972,12.754317
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2036,8,BASE,70.000000,0.045000,20.856379,12.754317,12.754317,0.573944,33.036752,11.666667,8.750000,11.666667,8.750000,0.000000,0.000000,21.370085,1.266794,12.754317
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2036,9,BASE,70.000000,0.045000,21.370085,12.754317,12.754317,0.573944,33.550457,11.666667,8.750000,11.666667,8.750000,0.000000,0.000000,21.883791,1.297616,12.754317
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2036,10,BASE,70.000000,0.045000,21.883791,12.754317,12.754317,0.573944,34.064163,11.666667,8.750000,11.666667,8.750000,0.000000,0.000000,22.397497,1.328439,12.754317
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2036,11,BASE,70.000000,0.045000,22.397497,12.754317,12.754317,0.573944,34.577869,11.666667,8.750000,11.666667,8.750000,0.000000,0.000000,22.911202,1.359261,12.754317
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2036,12,BASE,70.000000,0.045000,22.911202,12.754317,12.754317,0.573944,35.091575,11.666667,8.750000,11.666667,8.750000,0.000000,0.000000,23.424908,1.390083,12.754317
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2037,1,BASE,70.000000,0.045000,23.424908,15.833333,15.833333,0.712500,38.545741,15.833333,11.250000,15.833333,11.250000,0.000000,0.000000,22.712408,1.384119,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2037,2,BASE,70.000000,0.045000,22.712408,15.833333,15.833333,0.712500,37.833241,15.833333,11.250000,15.833333,11.250000,0.000000,0.000000,21.999908,1.341369,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2037,3,BASE,70.000000,0.045000,21.999908,15.833333,15.833333,0.712500,37.120741,15.833333,11.250000,15.833333,11.250000,0.000000,0.000000,21.287408,1.298619,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2037,4,BASE,70.000000,0.045000,21.287408,16.932350,16.932350,0.761956,37.457802,15.833333,11.250000,15.833333,11.250000,0.000000,0.000000,21.624469,1.287356,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2037,5,BASE,70.000000,0.045000,21.624469,17.334100,17.334100,0.780034,38.178534,15.833333,11.250000,15.833333,11.250000,0.000000,0.000000,22.345201,1.319090,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2037,6,BASE,70.000000,0.045000,22.345201,17.334100,17.334100,0.780034,38.899267,15.833333,11.250000,15.833333,11.250000,0.000000,0.000000,23.065933,1.362334,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2037,7,ZBO,120.000000,0.012000,23.065933,17.334100,17.334100,0.208009,40.192024,15.833333,11.250000,15.833333,11.250000,0.000000,0.000000,24.358691,1.422739,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2037,8,ZBO,120.000000,0.012000,24.358691,17.334100,17.334100,0.208009,41.484782,15.833333,11.250000,15.833333,11.250000,0.000000,0.000000,25.651448,1.500304,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2037,9,ZBO,120.000000,0.012000,25.651448,17.334100,17.334100,0.208009,42.777539,15.833333,11.250000,15.833333,11.250000,0.000000,0.000000,26.944206,1.577870,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2037,10,ZBO,120.000000,0.012000,26.944206,17.334100,17.334100,0.208009,44.070296,15.833333,11.250000,15.833333,11.250000,0.000000,0.000000,28.236963,1.655435,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2037,11,ZBO,120.000000,0.012000,28.236963,17.334100,17.334100,0.208009,45.363054,15.833333,11.250000,15.833333,11.250000,0.000000,0.000000,29.529721,1.733001,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2037,12,ZBO,120.000000,0.012000,29.529721,17.334100,17.334100,0.208009,46.655811,15.833333,11.250000,15.833333,11.250000,0.000000,0.000000,30.822478,1.810566,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2038,1,ZBO,120.000000,0.012000,30.822478,21.814283,21.814283,0.261771,52.374990,20.833333,14.166667,20.833333,14.166667,0.000000,0.000000,31.541657,1.870924,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2038,2,ZBO,120.000000,0.012000,31.541657,21.814283,21.814283,0.261771,53.094169,20.833333,14.166667,20.833333,14.166667,0.000000,0.000000,32.260835,1.914075,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2038,3,ZBO,120.000000,0.012000,32.260835,21.814283,21.814283,0.261771,53.813347,20.833333,14.166667,20.833333,14.166667,0.000000,0.000000,32.980014,1.957225,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2038,4,ZBO,120.000000,0.012000,32.980014,21.814283,21.814283,0.261771,54.532526,20.833333,14.166667,20.833333,14.166667,0.000000,0.000000,33.699192,2.000376,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2038,5,ZBO,120.000000,0.012000,33.699192,21.814283,21.814283,0.261771,55.251704,20.833333,14.166667,20.833333,14.166667,0.000000,0.000000,34.418371,2.043527,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2038,6,ZBO,120.000000,0.012000,34.418371,21.814283,21.814283,0.261771,55.970883,20.833333,14.166667,20.833333,14.166667,0.000000,0.000000,35.137550,2.086678,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2038,7,ZBO,120.000000,0.012000,35.137550,21.814283,21.814283,0.261771,56.690062,20.833333,14.166667,20.833333,14.166667,0.000000,0.000000,35.856728,2.129828,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2038,8,ZBO,120.000000,0.012000,35.856728,21.814283,21.814283,0.261771,57.409240,20.833333,14.166667,20.833333,14.166667,0.000000,0.000000,36.575907,2.172979,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2038,9,ZBO,120.000000,0.012000,36.575907,21.814283,21.814283,0.261771,58.128419,20.833333,14.166667,20.833333,14.166667,0.000000,0.000000,37.295085,2.216130,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2038,10,ZBO,120.000000,0.012000,37.295085,21.814283,21.814283,0.261771,58.847597,20.833333,14.166667,20.833333,14.166667,0.000000,0.000000,38.014264,2.259280,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2038,11,ZBO,120.000000,0.012000,38.014264,21.814283,21.814283,0.261771,59.566776,20.833333,14.166667,20.833333,14.166667,0.000000,0.000000,38.733443,2.302431,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2038,12,ZBO,120.000000,0.012000,38.733443,21.814283,21.814283,0.261771,60.285955,20.833333,14.166667,20.833333,14.166667,0.000000,0.000000,39.452621,2.345582,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2039,1,ZBO,120.000000,0.012000,39.452621,27.718467,27.718467,0.332622,66.838466,26.666667,17.500000,26.666667,17.500000,0.000000,0.000000,40.171800,2.388733,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2039,2,ZBO,120.000000,0.012000,40.171800,27.718467,27.718467,0.332622,67.557645,26.666667,17.500000,26.666667,17.500000,0.000000,0.000000,40.890978,2.431883,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2039,3,ZBO,120.000000,0.012000,40.890978,27.718467,27.718467,0.332622,68.276823,26.666667,17.500000,26.666667,17.500000,0.000000,0.000000,41.610156,2.475034,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2039,4,ZBO,120.000000,0.012000,41.610156,27.718467,27.718467,0.332622,68.996002,26.666667,17.500000,26.666667,17.500000,0.000000,0.000000,42.329335,2.518185,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2039,5,ZBO,120.000000,0.012000,42.329335,27.718467,27.718467,0.332622,69.715180,26.666667,17.500000,26.666667,17.500000,0.000000,0.000000,43.048513,2.561335,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2039,6,ZBO,120.000000,0.012000,43.048513,27.718467,27.718467,0.332622,70.434358,26.666667,17.500000,26.666667,17.500000,0.000000,0.000000,43.767692,2.604486,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2039,7,ZBO,120.000000,0.012000,43.767692,27.718467,27.718467,0.332622,71.153537,26.666667,17.500000,26.666667,17.500000,0.000000,0.000000,44.486870,2.647637,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2039,8,ZBO,120.000000,0.012000,44.486870,27.718467,27.718467,0.332622,71.872715,26.666667,17.500000,26.666667,17.500000,0.000000,0.000000,45.206048,2.690788,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2039,9,ZBO,120.000000,0.012000,45.206048,27.718467,27.718467,0.332622,72.591894,26.666667,17.500000,26.666667,17.500000,0.000000,0.000000,45.925227,2.733938,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2039,10,ZBO,120.000000,0.012000,45.925227,27.718467,27.718467,0.332622,73.311072,26.666667,17.500000,26.666667,17.500000,0.000000,0.000000,46.644405,2.777089,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2039,11,ZBO,120.000000,0.012000,46.644405,27.718467,27.718467,0.332622,74.030250,26.666667,17.500000,26.666667,17.500000,0.000000,0.000000,47.363584,2.820240,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2039,12,ZBO,120.000000,0.012000,47.363584,27.718467,27.718467,0.332622,74.749429,26.666667,17.500000,26.666667,17.500000,0.000000,0.000000,48.082762,2.863390,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2040,1,ZBO,120.000000,0.012000,48.082762,32.894742,32.894742,0.394737,80.582767,32.500000,20.833333,32.500000,20.833333,0.000000,0.000000,48.082767,2.884966,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2040,2,ZBO,120.000000,0.012000,48.082767,32.894742,32.894742,0.394737,80.582772,32.500000,20.833333,32.500000,20.833333,0.000000,0.000000,48.082772,2.884966,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2040,3,ZBO,120.000000,0.012000,48.082772,32.894742,32.894742,0.394737,80.582776,32.500000,20.833333,32.500000,20.833333,0.000000,0.000000,48.082776,2.884966,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2040,4,ZBO,120.000000,0.012000,48.082776,32.894742,32.894742,0.394737,80.582781,32.500000,20.833333,32.500000,20.833333,0.000000,0.000000,48.082781,2.884967,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2040,5,ZBO,120.000000,0.012000,48.082781,32.894742,32.894742,0.394737,80.582786,32.500000,20.833333,32.500000,20.833333,0.000000,0.000000,48.082786,2.884967,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2040,6,ZBO,120.000000,0.012000,48.082786,32.894742,32.894742,0.394737,80.582791,32.500000,20.833333,32.500000,20.833333,0.000000,0.000000,48.082791,2.884967,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2040,7,ZBO,120.000000,0.012000,48.082791,32.894742,32.894742,0.394737,80.582795,32.500000,20.833333,32.500000,20.833333,0.000000,0.000000,48.082795,2.884968,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2040,8,ZBO,120.000000,0.012000,48.082795,32.894742,32.894742,0.394737,80.582800,32.500000,20.833333,32.500000,20.833333,0.000000,0.000000,48.082800,2.884968,15.833333
TEAM_EXP13_DELAY_03M,P2z_delay03m_reactive_flex,2040,9,ZBO,120.000000,0.012000,48.082800,32.894742,32.894742,0.394737,80.582805,32.500000,20.833333,32.500000,20.833333,0.000000,0.000000,48.082805,2.884968,15.833333
