scenario_id,plan_id,year,month,storage_mode,storage_capacity_t,loss_rate,opening_t,planned_inflow_t,throughput_t,losses_t,available_t,demand_t,critical_demand_t,served_t,served_critical_t,shortage_t,shortage_critical_t,closing_t,holding_cost_mln,inflow_A_t
BASE,P4_full,2035,1,BASE,70.000000,0.045000,12.328859,9.156333,9.156333,0.412035,21.073157,8.333333,6.666667,8.333333,6.666667,0.000000,0.000000,12.739824,0.752060,9.156333
BASE,P4_full,2035,2,BASE,70.000000,0.045000,12.739824,9.156333,9.156333,0.412035,21.484122,8.333333,6.666667,8.333333,6.666667,0.000000,0.000000,13.150789,0.776718,9.156333
BASE,P4_full,2035,3,BASE,70.000000,0.045000,13.150789,9.156333,9.156333,0.412035,21.895087,8.333333,6.666667,8.333333,6.666667,0.000000,0.000000,13.561754,0.801376,9.156333
BASE,P4_full,2035,4,BASE,70.000000,0.045000,13.561754,9.156333,9.156333,0.412035,22.306052,8.333333,6.666667,8.333333,6.666667,0.000000,0.000000,13.972719,0.826034,9.156333
BASE,P4_full,2035,5,BASE,70.000000,0.045000,13.972719,9.156333,9.156333,0.412035,22.717017,8.333333,6.666667,8.333333,6.666667,0.000000,0.000000,14.383684,0.850692,9.156333
BASE,P4_full,2035,6,BASE,70.000000,0.045000,14.383684,9.156333,9.156333,0.412035,23.127982,8.333333,6.666667,8.333333,6.666667,0.000000,0.000000,14.794649,0.875350,9.156333
BASE,P4_full,2035,7,BASE,70.000000,0.045000,14.794649,9.156333,9.156333,0.412035,23.538947,8.333333,6.666667,8.333333,6.666667,0.000000,0.000000,15.205614,0.900008,9.156333
BASE,P4_full,2035,8,BASE,70.000000,0.045000,15.205614,9.156333,9.156333,0.412035,23.949912,8.333333,6.666667,8.333333,6.666667,0.000000,0.000000,15.616579,0.924666,9.156333
BASE,P4_full,2035,9,BASE,70.000000,0.045000,15.616579,9.156333,9.156333,0.412035,24.360877,8.333333,6.666667,8.333333,6.666667,0.000000,0.000000,16.027544,0.949324,9.156333
BASE,P4_full,2035,10,BASE,70.000000,0.045000,16.027544,9.156333,9.156333,0.412035,24.771842,8.333333,6.666667,8.333333,6.666667,0.000000,0.000000,16.438509,0.973982,9.156333
BASE,P4_full,2035,11,BASE,70.000000,0.045000,16.438509,9.156333,9.156333,0.412035,25.182807,8.333333,6.666667,8.333333,6.666667,0.000000,0.000000,16.849474,0.998639,9.156333
BASE,P4_full,2035,12,BASE,70.000000,0.045000,16.849474,9.156333,9.156333,0.412035,25.593772,8.333333,6.666667,8.333333,6.666667,0.000000,0.000000,17.260439,1.023297,9.156333
BASE,P4_full,2036,1,BASE,70.000000,0.045000,17.260439,12.754317,12.754317,0.573944,29.440811,11.666667,8.750000,11.666667,8.750000,0.000000,0.000000,17.774145,1.051038,12.754317
BASE,P4_full,2036,2,BASE,70.000000,0.045000,17.774145,12.754317,12.754317,0.573944,29.954517,11.666667,8.750000,11.666667,8.750000,0.000000,0.000000,18.287851,1.081860,12.754317
BASE,P4_full,2036,3,BASE,70.000000,0.045000,18.287851,12.754317,12.754317,0.573944,30.468223,11.666667,8.750000,11.666667,8.750000,0.000000,0.000000,18.801556,1.112682,12.754317
BASE,P4_full,2036,4,BASE,70.000000,0.045000,18.801556,12.754317,12.754317,0.573944,30.981929,11.666667,8.750000,11.666667,8.750000,0.000000,0.000000,19.315262,1.143505,12.754317
BASE,P4_full,2036,5,BASE,70.000000,0.045000,19.315262,12.754317,12.754317,0.573944,31.495634,11.666667,8.750000,11.666667,8.750000,0.000000,0.000000,19.828968,1.174327,12.754317
BASE,P4_full,2036,6,BASE,70.000000,0.045000,19.828968,12.754317,12.754317,0.573944,32.009340,11.666667,8.750000,11.666667,8.750000,0.000000,0.000000,20.342674,1.205149,12.754317
BASE,P4_full,2036,7,BASE,70.000000,0.045000,20.342674,12.754317,12.754317,0.573944,32.523046,11.666667,8.750000,11.666667,8.750000,0.000000,0.000000,20.856379,1.235972,12.754317
BASE,P4_full,2036,8,BASE,70.000000,0.045000,20.856379,12.754317,12.754317,0.573944,33.036752,11.666667,8.750000,11.666667,8.750000,0.000000,0.000000,21.370085,1.266794,12.754317
BASE,P4_full,2036,9,BASE,70.000000,0.045000,21.370085,12.754317,12.754317,0.573944,33.550457,11.666667,8.750000,11.666667,8.750000,0.000000,0.000000,21.883791,1.297616,12.754317
BASE,P4_full,2036,10,BASE,70.000000,0.045000,21.883791,12.754317,12.754317,0.573944,34.064163,11.666667,8.750000,11.666667,8.750000,0.000000,0.000000,22.397497,1.328439,12.754317
BASE,P4_full,2036,11,BASE,70.000000,0.045000,22.397497,12.754317,12.754317,0.573944,34.577869,11.666667,8.750000,11.666667,8.750000,0.000000,0.000000,22.911202,1.359261,12.754317
BASE,P4_full,2036,12,BASE,70.000000,0.045000,22.911202,12.754317,12.754317,0.573944,35.091575,11.666667,8.750000,11.666667,8.750000,0.000000,0.000000,23.424908,1.390083,12.754317
BASE,P4_full,2037,1,BASE,70.000000,0.045000,23.424908,16.932350,16.932350,0.761956,39.595302,15.833333,11.250000,15.833333,11.250000,0.000000,0.000000,23.761969,1.415606,15.833333
BASE,P4_full,2037,2,BASE,70.000000,0.045000,23.761969,16.932350,16.932350,0.761956,39.932363,15.833333,11.250000,15.833333,11.250000,0.000000,0.000000,24.099030,1.435830,15.833333
BASE,P4_full,2037,3,BASE,70.000000,0.045000,24.099030,16.932350,16.932350,0.761956,40.269424,15.833333,11.250000,15.833333,11.250000,0.000000,0.000000,24.436091,1.456054,15.833333
BASE,P4_full,2037,4,BASE,70.000000,0.045000,24.436091,16.932350,16.932350,0.761956,40.606485,15.833333,11.250000,15.833333,11.250000,0.000000,0.000000,24.773152,1.476277,15.833333
BASE,P4_full,2037,5,BASE,70.000000,0.045000,24.773152,16.932350,16.932350,0.761956,40.943546,15.833333,11.250000,15.833333,11.250000,0.000000,0.000000,25.110213,1.496501,15.833333
BASE,P4_full,2037,6,BASE,70.000000,0.045000,25.110213,16.932350,16.932350,0.761956,41.280607,15.833333,11.250000,15.833333,11.250000,0.000000,0.000000,25.447274,1.516725,15.833333
BASE,P4_full,2037,7,ZBO,120.000000,0.012000,25.447274,16.932350,16.932350,0.203188,42.176435,15.833333,11.250000,15.833333,11.250000,0.000000,0.000000,26.343102,1.553711,15.833333
BASE,P4_full,2037,8,ZBO,120.000000,0.012000,26.343102,16.932350,16.932350,0.203188,43.072264,15.833333,11.250000,15.833333,11.250000,0.000000,0.000000,27.238930,1.607461,15.833333
BASE,P4_full,2037,9,ZBO,120.000000,0.012000,27.238930,16.932350,16.932350,0.203188,43.968092,15.833333,11.250000,15.833333,11.250000,0.000000,0.000000,28.134759,1.661211,15.833333
BASE,P4_full,2037,10,ZBO,120.000000,0.012000,28.134759,16.932350,16.932350,0.203188,44.863921,15.833333,11.250000,15.833333,11.250000,0.000000,0.000000,29.030587,1.714960,15.833333
BASE,P4_full,2037,11,ZBO,120.000000,0.012000,29.030587,16.932350,16.932350,0.203188,45.759749,15.833333,11.250000,15.833333,11.250000,0.000000,0.000000,29.926416,1.768710,15.833333
BASE,P4_full,2037,12,ZBO,120.000000,0.012000,29.926416,16.932350,16.932350,0.203188,46.655578,15.833333,11.250000,15.833333,11.250000,0.000000,0.000000,30.822244,1.822460,15.833333
BASE,P4_full,2038,1,ZBO,120.000000,0.012000,30.822244,13.480950,13.480950,0.161771,44.141423,20.833333,14.166667,20.833333,14.166667,0.000000,0.000000,23.308090,1.623910,13.480950
BASE,P4_full,2038,2,ZBO,120.000000,0.012000,23.308090,13.480950,13.480950,0.161771,36.627268,20.833333,14.166667,20.833333,14.166667,0.000000,0.000000,15.793935,1.173061,13.480950
BASE,P4_full,2038,3,ZBO,120.000000,0.012000,15.793935,23.480950,23.480950,0.281771,38.993113,20.833333,14.166667,20.833333,14.166667,0.000000,0.000000,18.159780,1.018611,13.480950
BASE,P4_full,2038,4,ZBO,120.000000,0.012000,18.159780,23.480950,23.480950,0.281771,41.358959,20.833333,14.166667,20.833333,14.166667,0.000000,0.000000,20.525625,1.160562,13.480950
BASE,P4_full,2038,5,ZBO,120.000000,0.012000,20.525625,23.480950,23.480950,0.281771,43.724804,20.833333,14.166667,20.833333,14.166667,0.000000,0.000000,22.891471,1.302513,13.480950
BASE,P4_full,2038,6,ZBO,120.000000,0.012000,22.891471,23.480950,23.480950,0.281771,46.090649,20.833333,14.166667,20.833333,14.166667,0.000000,0.000000,25.257316,1.444464,13.480950
BASE,P4_full,2038,7,ZBO,120.000000,0.012000,25.257316,23.480950,23.480950,0.281771,48.456495,20.833333,14.166667,20.833333,14.166667,0.000000,0.000000,27.623161,1.586414,13.480950
BASE,P4_full,2038,8,ZBO,120.000000,0.012000,27.623161,23.480950,23.480950,0.281771,50.822340,20.833333,14.166667,20.833333,14.166667,0.000000,0.000000,29.989006,1.728365,13.480950
BASE,P4_full,2038,9,ZBO,120.000000,0.012000,29.989006,23.480950,23.480950,0.281771,53.188185,20.833333,14.166667,20.833333,14.166667,0.000000,0.000000,32.354852,1.870316,13.480950
BASE,P4_full,2038,10,ZBO,120.000000,0.012000,32.354852,23.480950,23.480950,0.281771,55.554030,20.833333,14.166667,20.833333,14.166667,0.000000,0.000000,34.720697,2.012266,13.480950
BASE,P4_full,2038,11,ZBO,120.000000,0.012000,34.720697,23.480950,23.480950,0.281771,57.919876,20.833333,14.166667,20.833333,14.166667,0.000000,0.000000,37.086542,2.154217,13.480950
BASE,P4_full,2038,12,ZBO,120.000000,0.012000,37.086542,23.480950,23.480950,0.281771,60.285721,20.833333,14.166667,20.833333,14.166667,0.000000,0.000000,39.452388,2.296168,13.480950
BASE,P4_full,2039,1,ZBO,120.000000,0.012000,39.452388,27.718467,27.718467,0.332622,66.838233,26.666667,17.500000,26.666667,17.500000,0.000000,0.000000,40.171566,2.388719,15.833333
BASE,P4_full,2039,2,ZBO,120.000000,0.012000,40.171566,27.718467,27.718467,0.332622,67.557411,26.666667,17.500000,26.666667,17.500000,0.000000,0.000000,40.890744,2.431869,15.833333
