scenario_id,plan_id,month,storage_mode,opening_t,arrived_t,closing_t,holding_cost_mln
TEAM_TRAJ_T3_SLOW_RECOVERY,P3_isru_zbo_policy_T3_slow_recovery,2034-12,BASE,0.000000,12.328859,12.328859,0.369866
