scenario_id,plan_id,month,storage_mode,opening_t,arrived_t,closing_t,holding_cost_mln
TEAM_LOW_DEMAND,P2z_earth_new_zbo_team_low_demand,2034-12,BASE,0.000000,9.863049,9.863049,0.295891
