scenario_id,plan_id,source_id,name,year,period,available_months,period_fraction,capacity_t_per_year,reserved_capacity_t,reserved_period_t,ordered_t,planned_delivery_t,actual_delivery_t,delivery_share,price_mln_per_t,price_multiplier,payable_volume_t,take_or_pay_idle_t,procurement_mln,reservation_payment_mln,take_or_pay_topup_mln
TEAM_TRAJ_T4_FAST_RECOVERY,P3_isru_zbo_policy_T4_fast_recovery,E,Emergency,2036,year,12,1.000000,80.000000,0,0.000000,0.000000,0.000000,0.000000,1.000000,13.800000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
TEAM_TRAJ_T4_FAST_RECOVERY,P3_isru_zbo_policy_T4_fast_recovery,A,Earth-Core,2037,year,12,1.000000,190.000000,190.000000,190.000000,190.000000,190.000000,190.000000,1.000000,6.200000,1.000000,190.000000,0.000000,1178.000000,85.500000,0.000000
TEAM_TRAJ_T4_FAST_RECOVERY,P3_isru_zbo_policy_T4_fast_recovery,B,Earth-Flex,2037,year,12,1.000000,110.000000,13.189000,13.189000,13.188200,13.188200,13.188200,1.000000,8.900000,1.000000,13.188200,0.000000,117.374980,1.978350,0.000000
TEAM_TRAJ_T4_FAST_RECOVERY,P3_isru_zbo_policy_T4_fast_recovery,C,Earth-New,2037,year,0,0.000000,130.000000,0,0.000000,0.000000,0.000000,0.000000,1.000000,7.100000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
TEAM_TRAJ_T4_FAST_RECOVERY,P3_isru_zbo_policy_T4_fast_recovery,D,Lunar-ISRU,2037,year,0,0.000000,120.000000,0,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
TEAM_TRAJ_T4_FAST_RECOVERY,P3_isru_zbo_policy_T4_fast_recovery,E,Emergency,2037,year,12,1.000000,80.000000,0,0.000000,0.000000,0.000000,0.000000,1.000000,13.800000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
TEAM_TRAJ_T4_FAST_RECOVERY,P3_isru_zbo_policy_T4_fast_recovery,A,Earth-Core,2038,year,12,1.000000,190.000000,161.772000,161.772000,161.771400,161.771400,161.771400,1.000000,7.750000,1.250000,161.771400,0.000000,1253.728350,72.797400,0.000000
TEAM_TRAJ_T4_FAST_RECOVERY,P3_isru_zbo_policy_T4_fast_recovery,B,Earth-Flex,2038,year,12,1.000000,110.000000,110.000000,110.000000,54.744300,54.744300,54.744300,1.000000,11.125000,1.250000,54.744300,0.000000,609.030338,16.500000,0.000000
TEAM_TRAJ_T4_FAST_RECOVERY,P3_isru_zbo_policy_T4_fast_recovery,C,Earth-New,2038,year,0,0.000000,130.000000,0,0.000000,0.000000,0.000000,0.000000,1.000000,7.100000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
TEAM_TRAJ_T4_FAST_RECOVERY,P3_isru_zbo_policy_T4_fast_recovery,D,Lunar-ISRU,2038,year,10,0.833333,120.000000,120.000000,100.000000,100.000000,100.000000,55.000000,0.550000,3.000000,1.000000,100.000000,0.000000,300.000000,0.000000,0.000000
TEAM_TRAJ_T4_FAST_RECOVERY,P3_isru_zbo_policy_T4_fast_recovery,E,Emergency,2038,year,12,1.000000,80.000000,80.000000,80.000000,39.200000,39.200000,39.200000,1.000000,13.800000,1.000000,39.200000,0.000000,540.960000,28.000000,0.000000
TEAM_TRAJ_T4_FAST_RECOVERY,P3_isru_zbo_policy_T4_fast_recovery,A,Earth-Core,2039,year,12,1.000000,190.000000,190.000000,190.000000,190.000000,190.000000,190.000000,1.000000,7.750000,1.250000,190.000000,0.000000,1472.500000,85.500000,0.000000
TEAM_TRAJ_T4_FAST_RECOVERY,P3_isru_zbo_policy_T4_fast_recovery,B,Earth-Flex,2039,year,12,1.000000,110.000000,110.000000,110.000000,77.271200,77.271200,77.271200,1.000000,11.125000,1.250000,77.271200,0.000000,859.642100,16.500000,0.000000
TEAM_TRAJ_T4_FAST_RECOVERY,P3_isru_zbo_policy_T4_fast_recovery,C,Earth-New,2039,year,0,0.000000,130.000000,0,0.000000,0.000000,0.000000,0.000000,1.000000,7.100000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
TEAM_TRAJ_T4_FAST_RECOVERY,P3_isru_zbo_policy_T4_fast_recovery,D,Lunar-ISRU,2039,year,12,1.000000,120.000000,120.000000,120.000000,120.000000,120.000000,108.000000,0.900000,3.000000,1.000000,120.000000,0.000000,360.000000,0.000000,0.000000
TEAM_TRAJ_T4_FAST_RECOVERY,P3_isru_zbo_policy_T4_fast_recovery,E,Emergency,2039,year,12,1.000000,80.000000,80.000000,80.000000,1.376200,1.376200,1.376200,1.000000,13.800000,1.000000,1.376200,0.000000,18.991560,28.000000,0.000000
TEAM_TRAJ_T4_FAST_RECOVERY,P3_isru_zbo_policy_T4_fast_recovery,A,Earth-Core,2040,year,12,1.000000,190.000000,190.000000,190.000000,190.000000,190.000000,190.000000,1.000000,6.200000,1.000000,190.000000,0.000000,1178.000000,85.500000,0.000000
TEAM_TRAJ_T4_FAST_RECOVERY,P3_isru_zbo_policy_T4_fast_recovery,B,Earth-Flex,2040,year,12,1.000000,110.000000,110.000000,110.000000,109.999200,109.999200,109.999200,1.000000,8.900000,1.000000,109.999200,0.000000,978.992880,16.500000,0.000000
TEAM_TRAJ_T4_FAST_RECOVERY,P3_isru_zbo_policy_T4_fast_recovery,C,Earth-New,2040,year,0,0.000000,130.000000,0,0.000000,0.000000,0.000000,0.000000,1.000000,7.100000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
TEAM_TRAJ_T4_FAST_RECOVERY,P3_isru_zbo_policy_T4_fast_recovery,D,Lunar-ISRU,2040,year,12,1.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,1.000000,3.000000,1.000000,120.000000,0.000000,360.000000,0.000000,0.000000
TEAM_TRAJ_T4_FAST_RECOVERY,P3_isru_zbo_policy_T4_fast_recovery,E,Emergency,2040,year,12,1.000000,80.000000,80.000000,80.000000,33.946800,33.946800,33.946800,1.000000,13.800000,1.000000,33.946800,0.000000,468.465840,28.000000,0.000000
