scenario_id,plan_id,year,month,storage_mode,storage_capacity_t,loss_rate,opening_t,planned_inflow_t,throughput_t,losses_t,available_t,demand_t,critical_demand_t,served_t,served_critical_t,shortage_t,shortage_critical_t,closing_t,holding_cost_mln,peak_stock_t,delivery_batches,inflow_A_t
TEAM_LOW_DEMAND,P2z_earth_new_zbo,2035,1,BASE,70.000000,0.045000,12.328859,9.156333,9.156333,0.412035,21.073157,6.666667,5.333333,6.666667,5.333333,0.000000,0.000000,14.406491,0.802060,21.073157,1,9.156333
TEAM_LOW_DEMAND,P2z_earth_new_zbo,2035,2,BASE,70.000000,0.045000,14.406491,9.156333,9.156333,0.412035,23.150789,6.666667,5.333333,6.666667,5.333333,0.000000,0.000000,16.484122,0.926718,23.150789,1,9.156333
TEAM_LOW_DEMAND,P2z_earth_new_zbo,2035,3,BASE,70.000000,0.045000,16.484122,9.156333,9.156333,0.412035,25.228421,6.666667,5.333333,6.666667,5.333333,0.000000,0.000000,18.561754,1.051376,25.228421,1,9.156333
TEAM_LOW_DEMAND,P2z_earth_new_zbo,2035,4,BASE,70.000000,0.045000,18.561754,9.156333,9.156333,0.412035,27.306052,6.666667,5.333333,6.666667,5.333333,0.000000,0.000000,20.639386,1.176034,27.306052,1,9.156333
TEAM_LOW_DEMAND,P2z_earth_new_zbo,2035,5,BASE,70.000000,0.045000,20.639386,9.156333,9.156333,0.412035,29.383684,6.666667,5.333333,6.666667,5.333333,0.000000,0.000000,22.717017,1.300692,29.383684,1,9.156333
TEAM_LOW_DEMAND,P2z_earth_new_zbo,2035,6,BASE,70.000000,0.045000,22.717017,9.156333,9.156333,0.412035,31.461316,6.666667,5.333333,6.666667,5.333333,0.000000,0.000000,24.794649,1.425350,31.461316,1,9.156333
TEAM_LOW_DEMAND,P2z_earth_new_zbo,2035,7,BASE,70.000000,0.045000,24.794649,9.156333,9.156333,0.412035,33.538947,6.666667,5.333333,6.666667,5.333333,0.000000,0.000000,26.872281,1.550008,33.538947,1,9.156333
TEAM_LOW_DEMAND,P2z_earth_new_zbo,2035,8,BASE,70.000000,0.045000,26.872281,9.156333,9.156333,0.412035,35.616579,6.666667,5.333333,6.666667,5.333333,0.000000,0.000000,28.949912,1.674666,35.616579,1,9.156333
TEAM_LOW_DEMAND,P2z_earth_new_zbo,2035,9,BASE,70.000000,0.045000,28.949912,9.156333,9.156333,0.412035,37.694211,6.666667,5.333333,6.666667,5.333333,0.000000,0.000000,31.027544,1.799324,37.694211,1,9.156333
TEAM_LOW_DEMAND,P2z_earth_new_zbo,2035,10,BASE,70.000000,0.045000,31.027544,9.156333,9.156333,0.412035,39.771842,6.666667,5.333333,6.666667,5.333333,0.000000,0.000000,33.105176,1.923982,39.771842,1,9.156333
