plan_id,scenario_id,feasible,hard_violations,guideline_violations,total_cost_mln,pv_cost_mln,cost_per_served_t_mln,pv_cost_per_served_t_mln,capex_total_mln,procurement_total_mln,reservation_total_mln,holding_total_mln,fixed_opex_total_mln,served_total_t,shortage_total_t,shortage_critical_t,min_sl_total,min_sl_critical,losses_total_t,take_or_pay_idle_t,violations,experiment,variant
P3_isru_zbo,MANDATORY_STRESS,False,3,3,11167.3033,9031.6248,8.1873,6.6215,1430.0000,8970.4766,467.6337,47.1930,252.0000,1363.9826,170.0174,0.0000,0.8125,1.0000,28.5922,0.0000,BASE_TOTAL_SERVICE@2038; BASE_TOTAL_SERVICE@2039; BASE_TOTAL_SERVICE@2040; RESERVE_45D@2038; RESERVE_45D@2039; RESERVE_45D@2040,EXP-06,fixed (no reaction)
P3_isru_zbo_reactive,MANDATORY_STRESS,False,1,0,13993.3878,11135.1611,9.1273,7.2630,1430.0000,11637.1936,539.7890,134.4051,252.0000,1533.1336,0.8664,0.0000,0.9970,1.0000,31.3182,0.0000,RESERVE_45D@2038,EXP-06,reactive after 2038-03
P3_isru_zbo_adapted,MANDATORY_STRESS,True,0,0,13291.5855,10636.6549,8.6647,6.9339,1430.0000,10968.6709,505.2292,135.6854,252.0000,1534.0000,0.0000,0.0000,1.0000,1.0000,31.0009,0.0000,,EXP-06,pre-committed adaptation (EXP-02)
